epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1018.26,1.51691,0.98004,0.91143,0.73419,0.55144,0.62512,0.4309,1.52043,0.99636,0.91629,0.000480308,0.000480308,0.000480308
39,1046.77,1.502,0.96344,0.90745,0.70518,0.55597,0.61763,0.43604,1.4874,0.99379,0.91435,0.000477397,0.000477397,0.000477397
40,1071.99,1.5061,0.98502,0.90787,0.72758,0.56217,0.63218,0.45371,1.46752,0.94678,0.91081,0.000474487,0.000474487,0.000474487
41,1097.7,1.48071,0.96057,0.90508,0.7914,0.56466,0.64865,0.45407,1.47116,0.95089,0.91227,0.000471576,0.000471576,0.000471576
42,1125.68,1.5037,0.95912,0.90669,0.80148,0.57102,0.65098,0.45741,1.46999,0.94408,0.91025,0.000468665,0.000468665,0.000468665
43,1151.78,1.47796,0.95366,0.90475,0.80491,0.55814,0.64723,0.45414,1.48784,0.95977,0.91096,0.000465755,0.000465755,0.000465755
44,1177.42,1.51079,0.96282,0.9073,0.75645,0.59328,0.65784,0.45629,1.48315,0.93629,0.91095,0.000462844,0.000462844,0.000462844
45,1205.41,1.48581,0.95076,0.90653,0.73735,0.59093,0.65866,0.44609,1.48244,0.9399,0.91289,0.000459934,0.000459934,0.000459934
46,1230.88,1.47601,0.94755,0.90163,0.7645,0.56126,0.64715,0.43453,1.50168,0.96644,0.91336,0.000457023,0.000457023,0.000457023
47,1255.8,1.47639,0.94179,0.89903,0.75132,0.58494,0.65312,0.45769,1.4794,0.94423,0.91013,0.000454112,0.000454112,0.000454112
48,1283.35,1.45566,0.93069,0.90329,0.78227,0.57597,0.65773,0.45563,1.46196,0.95872,0.91167,0.000451202,0.000451202,0.000451202
49,1308.27,1.45656,0.92906,0.90039,0.74555,0.57992,0.6502,0.44722,1.46798,0.94343,0.91226,0.000448291,0.000448291,0.000448291
50,1335.03,1.45416,0.93381,0.90124,0.78645,0.56894,0.64154,0.4542,1.4674,0.96388,0.90927,0.000445381,0.000445381,0.000445381
51,1361.93,1.45312,0.9336,0.8992,0.70975,0.58803,0.64971,0.45293,1.45343,0.95986,0.90808,0.00044247,0.00044247,0.00044247
52,1387.29,1.45011,0.93084,0.89845,0.73587,0.58579,0.64983,0.45976,1.45054,0.92225,0.90595,0.000439559,0.000439559,0.000439559
53,1412.88,1.44399,0.91865,0.89676,0.76512,0.58264,0.65757,0.46153,1.47247,0.92976,0.91206,0.000436649,0.000436649,0.000436649
54,1440.09,1.45026,0.93172,0.90047,0.75758,0.60278,0.66952,0.47391,1.45171,0.90909,0.90876,0.000433738,0.000433738,0.000433738
55,1465.33,1.44628,0.92114,0.89492,0.78299,0.57323,0.64565,0.42602,1.50842,0.92777,0.91553,0.000430828,0.000430828,0.000430828
56,1491.17,1.45434,0.92821,0.90174,0.79134,0.57759,0.66504,0.46381,1.45831,0.9283,0.91039,0.000427917,0.000427917,0.000427917
57,1518.28,1.46501,0.92705,0.90405,0.77483,0.62135,0.68025,0.47905,1.44403,0.90601,0.90548,0.000425006,0.000425006,0.000425006
58,1542.88,1.4502,0.91418,0.90144,0.82021,0.60777,0.68231,0.47398,1.45332,0.91318,0.90907,0.000422096,0.000422096,0.000422096
59,1567.97,1.42605,0.8952,0.89383,0.77167,0.61382,0.68499,0.47806,1.43095,0.89013,0.90224,0.000419185,0.000419185,0.000419185
60,1595.24,1.47374,0.92477,0.89879,0.76169,0.61617,0.6754,0.46358,1.46201,0.91042,0.90556,0.000416275,0.000416275,0.000416275
61,1620.12,1.46476,0.91653,0.90122,0.79344,0.59903,0.66933,0.46706,1.46639,0.9126,0.90754,0.000413364,0.000413364,0.000413364
62,1646.13,1.44603,0.90784,0.89409,0.81288,0.59152,0.67529,0.47003,1.44603,0.87952,0.90445,0.000410453,0.000410453,0.000410453
63,1674.03,1.4496,0.90475,0.89773,0.7879,0.6092,0.67895,0.47348,1.46791,0.8989,0.90768,0.000407543,0.000407543,0.000407543
64,1698.71,1.46611,0.91316,0.89591,0.78754,0.59235,0.66535,0.46765,1.45091,0.9098,0.90181,0.000404632,0.000404632,0.000404632
65,1725.09,1.44249,0.89997,0.89502,0.7764,0.59291,0.6701,0.47882,1.41839,0.92114,0.90005,0.000401722,0.000401722,0.000401722
66,1751.67,1.42772,0.90162,0.89462,0.76109,0.62032,0.67815,0.48056,1.43154,0.88021,0.90302,0.000398811,0.000398811,0.000398811
67,1776.79,1.43806,0.90116,0.89337,0.76307,0.61662,0.68215,0.48167,1.40288,0.87937,0.89782,0.0003959,0.0003959,0.0003959
68,1803.65,1.43824,0.89264,0.89663,0.79313,0.61629,0.6804,0.49079,1.41027,0.89414,0.89931,0.00039299,0.00039299,0.00039299
69,1828.91,1.45587,0.90908,0.89443,0.74624,0.62297,0.68091,0.47319,1.41633,0.88439,0.89847,0.000390079,0.000390079,0.000390079
70,1854.11,1.44873,0.90579,0.89169,0.77164,0.59747,0.67247,0.47597,1.41317,0.89412,0.89949,0.000387169,0.000387169,0.000387169
71,1881.51,1.40107,0.8692,0.88966,0.79568,0.6106,0.68694,0.47925,1.43245,0.9138,0.90117,0.000384258,0.000384258,0.000384258
72,1907.08,1.41255,0.88878,0.89436,0.80247,0.60264,0.67696,0.47748,1.42512,0.88006,0.90151,0.000381347,0.000381347,0.000381347
73,1931.51,1.43176,0.89272,0.89337,0.81167,0.60932,0.69072,0.48251,1.41765,0.88474,0.89821,0.000378437,0.000378437,0.000378437
74,1958.61,1.42119,0.88026,0.88762,0.81528,0.59472,0.6835,0.46763,1.46473,0.88808,0.90597,0.000375526,0.000375526,0.000375526
75,1984.09,1.43442,0.89229,0.89793,0.81219,0.6063,0.68361,0.47304,1.44901,0.89199,0.90791,0.000372616,0.000372616,0.000372616
76,2009.55,1.41096,0.87316,0.88946,0.80307,0.62656,0.69499,0.49409,1.38627,0.85366,0.89644,0.000369705,0.000369705,0.000369705
77,2036.93,1.41212,0.87741,0.88966,0.79541,0.60646,0.69055,0.48726,1.40193,0.8743,0.8968,0.000366794,0.000366794,0.000366794
78,2061.84,1.43434,0.89729,0.89202,0.76309,0.62252,0.68316,0.48234,1.42194,0.871,0.89799,0.000363884,0.000363884,0.000363884
79,2087.71,1.40426,0.87809,0.89012,0.79512,0.61489,0.68811,0.46474,1.45456,0.87682,0.90636,0.000360973,0.000360973,0.000360973
80,2114.83,1.40222,0.87113,0.89242,0.78572,0.63261,0.69519,0.49116,1.39627,0.85284,0.89632,0.000358063,0.000358063,0.000358063
81,2139.99,1.41393,0.87488,0.88964,0.78764,0.60809,0.68472,0.48433,1.40179,0.86714,0.89595,0.000355152,0.000355152,0.000355152
82,2164.89,1.41433,0.88654,0.89116,0.8284,0.60956,0.68765,0.48126,1.41251,0.85108,0.89812,0.000352241,0.000352241,0.000352241
83,2192.76,1.40842,0.87413,0.88848,0.79859,0.6308,0.70146,0.49914,1.38752,0.85385,0.89601,0.000349331,0.000349331,0.000349331
84,2217.47,1.40499,0.867,0.89087,0.82663,0.61568,0.6964,0.499,1.40035,0.84822,0.89539,0.00034642,0.00034642,0.00034642
85,2243.08,1.42654,0.88301,0.89158,0.78613,0.63087,0.69168,0.49841,1.39102,0.86196,0.89244,0.00034351,0.00034351,0.00034351
86,2270.82,1.41441,0.86819,0.88774,0.77792,0.61604,0.68124,0.48218,1.4178,0.89315,0.89667,0.000340599,0.000340599,0.000340599
87,2295.87,1.40598,0.86276,0.88883,0.78741,0.63034,0.69267,0.48193,1.43368,0.86555,0.90148,0.000337688,0.000337688,0.000337688
88,2321.39,1.4312,0.89518,0.88695,0.76402,0.6365,0.70196,0.5044,1.38564,0.84985,0.89356,0.000334778,0.000334778,0.000334778
89,2348.38,1.39125,0.86492,0.89131,0.77769,0.63307,0.6979,0.49868,1.3866,0.84292,0.89272,0.000331867,0.000331867,0.000331867
90,2373.67,1.40002,0.86329,0.88565,0.78936,0.64009,0.70646,0.49326,1.39487,0.84961,0.89613,0.000328957,0.000328957,0.000328957
91,2399.36,1.41337,0.86392,0.88906,0.8205,0.62861,0.7096,0.50199,1.37417,0.8452,0.89068,0.000326046,0.000326046,0.000326046
92,2426.91,1.41358,0.8689,0.88873,0.79518,0.62486,0.69381,0.49231,1.38027,0.86383,0.89116,0.000323135,0.000323135,0.000323135
93,2451.85,1.42526,0.88382,0.89161,0.77852,0.6344,0.70547,0.50393,1.37171,0.83825,0.88967,0.000320225,0.000320225,0.000320225
94,2478.07,1.37962,0.85006,0.88603,0.80124,0.6337,0.70532,0.50851,1.35289,0.83385,0.88761,0.000317314,0.000317314,0.000317314
95,2505.54,1.37895,0.84265,0.88775,0.7816,0.64556,0.707,0.50434,1.38201,0.83202,0.89255,0.000314404,0.000314404,0.000314404
96,2530.63,1.38164,0.8559,0.88841,0.81553,0.63,0.70475,0.48408,1.44538,0.85197,0.90198,0.000311493,0.000311493,0.000311493
97,2555.63,1.42315,0.88124,0.88706,0.84802,0.62115,0.70081,0.48874,1.44184,0.86254,0.89965,0.000308582,0.000308582,0.000308582
98,2582.73,1.37903,0.84188,0.8862,0.7738,0.63753,0.69971,0.5001,1.37532,0.85184,0.8928,0.000305672,0.000305672,0.000305672
99,2607.51,1.36179,0.84532,0.88526,0.81437,0.63004,0.70516,0.49461,1.38031,0.82664,0.89139,0.000302761,0.000302761,0.000302761
100,2632.46,1.36629,0.83889,0.88405,0.81708,0.62834,0.70497,0.49812,1.3813,0.84796,0.88942,0.000299851,0.000299851,0.000299851
101,2658.78,1.40642,0.86935,0.88837,0.82018,0.63569,0.71018,0.49242,1.42551,0.84795,0.89956,0.00029694,0.00029694,0.00029694
102,2683.52,1.40929,0.85567,0.88633,0.80476,0.64949,0.71388,0.51044,1.36082,0.82238,0.88692,0.000294029,0.000294029,0.000294029
103,2709.24,1.36511,0.83657,0.88436,0.80328,0.64873,0.72308,0.51571,1.36266,0.81134,0.8887,0.000291119,0.000291119,0.000291119
104,2735.76,1.35997,0.83109,0.88337,0.83105,0.62448,0.70174,0.4955,1.39259,0.85375,0.89387,0.000288208,0.000288208,0.000288208
105,2760.59,1.37138,0.84277,0.88197,0.87051,0.624,0.72216,0.51767,1.34924,0.81301,0.88811,0.000285298,0.000285298,0.000285298
106,2785.4,1.3946,0.8462,0.88215,0.79483,0.64304,0.71759,0.50763,1.37457,0.82038,0.89111,0.000282387,0.000282387,0.000282387
107,2812.67,1.37788,0.84537,0.87953,0.79382,0.65083,0.7185,0.5169,1.34609,0.80595,0.88629,0.000279476,0.000279476,0.000279476
108,2837.68,1.37355,0.84471,0.88329,0.84146,0.6437,0.72,0.5094,1.38403,0.8206,0.89026,0.000276566,0.000276566,0.000276566
109,2862.35,1.3657,0.83784,0.88265,0.77743,0.64956,0.70545,0.50315,1.35952,0.84017,0.8883,0.000273655,0.000273655,0.000273655
110,2888.42,1.38241,0.84117,0.88342,0.78906,0.65879,0.72322,0.51679,1.35481,0.8028,0.887,0.000270745,0.000270745,0.000270745
111,2914.53,1.35396,0.82907,0.88012,0.8159,0.64244,0.71813,0.50846,1.36394,0.81473,0.88877,0.000267834,0.000267834,0.000267834
112,2939.26,1.35688,0.82741,0.88094,0.80942,0.64958,0.71582,0.50244,1.39969,0.82186,0.89418,0.000264923,0.000264923,0.000264923
113,2964.23,1.35755,0.82642,0.88224,0.83881,0.62532,0.71678,0.51677,1.33742,0.83658,0.88589,0.000262013,0.000262013,0.000262013
114,2991.79,1.37482,0.83668,0.88675,0.83079,0.62248,0.7107,0.50592,1.35705,0.83169,0.88742,0.000259102,0.000259102,0.000259102
115,3016.51,1.3598,0.82447,0.87865,0.84237,0.63389,0.72085,0.50547,1.36065,0.81175,0.88761,0.000256192,0.000256192,0.000256192
116,3041.1,1.36914,0.84028,0.88065,0.82731,0.63657,0.71522,0.50492,1.37214,0.82002,0.89012,0.000253281,0.000253281,0.000253281
117,3068.1,1.35061,0.82745,0.88017,0.81672,0.64342,0.72049,0.51017,1.35333,0.80913,0.88577,0.00025037,0.00025037,0.00025037
118,3093.8,1.35476,0.82858,0.8779,0.81643,0.65282,0.72617,0.51155,1.35952,0.79779,0.88777,0.00024746,0.00024746,0.00024746
119,3118.11,1.34859,0.82401,0.87872,0.8269,0.64799,0.7235,0.51153,1.3668,0.80773,0.88971,0.000244549,0.000244549,0.000244549
120,3143.67,1.33879,0.81621,0.88068,0.78208,0.6596,0.7211,0.5128,1.34502,0.80068,0.88573,0.000241639,0.000241639,0.000241639
121,3170.39,1.35446,0.82092,0.8802,0.80728,0.64337,0.72145,0.51439,1.34153,0.79871,0.88412,0.000238728,0.000238728,0.000238728
122,3194.98,1.34495,0.81614,0.87868,0.82576,0.64704,0.72473,0.51806,1.3421,0.79516,0.88362,0.000235817,0.000235817,0.000235817
123,3220.37,1.34609,0.81535,0.88183,0.84211,0.64109,0.72728,0.52252,1.32783,0.79042,0.88236,0.000232907,0.000232907,0.000232907
124,3247.7,1.34783,0.814,0.87542,0.78806,0.66603,0.72701,0.52426,1.33372,0.79293,0.88261,0.000229996,0.000229996,0.000229996
125,3271.81,1.32335,0.80467,0.87598,0.80762,0.65711,0.72596,0.52474,1.33698,0.79287,0.88309,0.000227086,0.000227086,0.000227086
126,3296.55,1.34677,0.80807,0.8782,0.82968,0.66051,0.73388,0.53065,1.32431,0.78897,0.88165,0.000224175,0.000224175,0.000224175
127,3323.5,1.33956,0.80834,0.87667,0.85005,0.65803,0.73864,0.52049,1.35444,0.78694,0.88602,0.000221264,0.000221264,0.000221264
128,3348.2,1.35369,0.81886,0.87803,0.82305,0.64881,0.72922,0.5232,1.32248,0.79613,0.88098,0.000218354,0.000218354,0.000218354
129,3372.98,1.33099,0.7991,0.87593,0.84037,0.64439,0.72872,0.51808,1.33278,0.79371,0.88181,0.000215443,0.000215443,0.000215443
130,3399.91,1.31953,0.79825,0.87934,0.84136,0.65084,0.72836,0.52296,1.33384,0.78705,0.88245,0.000212533,0.000212533,0.000212533
131,3425.62,1.33375,0.8062,0.87895,0.82643,0.65002,0.72328,0.51299,1.34901,0.80455,0.88463,0.000209622,0.000209622,0.000209622
132,3450.83,1.33132,0.80409,0.87344,0.8132,0.65491,0.72416,0.51869,1.34637,0.78207,0.88452,0.000206711,0.000206711,0.000206711
133,3477.18,1.31851,0.79207,0.87474,0.79623,0.65295,0.72751,0.52013,1.33012,0.80797,0.88195,0.000203801,0.000203801,0.000203801
134,3503.2,1.35069,0.80731,0.87704,0.82229,0.65515,0.72625,0.52573,1.32744,0.78527,0.88097,0.00020089,0.00020089,0.00020089
135,3527.87,1.33452,0.8066,0.87701,0.81306,0.67042,0.73866,0.5305,1.32248,0.77935,0.88019,0.00019798,0.00019798,0.00019798
136,3554.31,1.33523,0.80785,0.87596,0.8202,0.65847,0.73021,0.52449,1.32913,0.78875,0.88062,0.000195069,0.000195069,0.000195069
137,3581.32,1.35676,0.81525,0.87644,0.83149,0.65187,0.72606,0.5212,1.32259,0.78855,0.88103,0.000192158,0.000192158,0.000192158
138,3605.92,1.33896,0.80727,0.876,0.84379,0.64854,0.73292,0.53044,1.31706,0.77768,0.87852,0.000189248,0.000189248,0.000189248
139,3631.09,1.32555,0.79919,0.87425,0.82827,0.65866,0.73454,0.53431,1.31279,0.77439,0.87699,0.000186337,0.000186337,0.000186337
140,3657.93,1.326,0.79383,0.87577,0.81862,0.66847,0.73664,0.53149,1.32743,0.77552,0.87995,0.000183427,0.000183427,0.000183427
141,3682.01,1.30322,0.78559,0.87251,0.82927,0.66017,0.73577,0.53156,1.31709,0.77782,0.88008,0.000180516,0.000180516,0.000180516
142,3706.83,1.3293,0.79542,0.87472,0.83169,0.66173,0.73741,0.5336,1.3179,0.76615,0.87893,0.000177605,0.000177605,0.000177605
143,3734.16,1.32704,0.80219,0.87716,0.83226,0.6563,0.73793,0.53376,1.31588,0.77563,0.87809,0.000174695,0.000174695,0.000174695
144,3759.8,1.34015,0.81302,0.87468,0.83947,0.64138,0.7264,0.51281,1.37161,0.79224,0.88671,0.000171784,0.000171784,0.000171784
145,3784.04,1.33231,0.79645,0.87859,0.8109,0.66835,0.73602,0.51593,1.37155,0.78599,0.88838,0.000168874,0.000168874,0.000168874
146,3811.14,1.33858,0.80073,0.87874,0.82442,0.66245,0.73624,0.5211,1.35294,0.78136,0.88399,0.000165963,0.000165963,0.000165963
147,3836.95,1.32427,0.79589,0.87233,0.80392,0.66816,0.73952,0.53417,1.31015,0.77227,0.87811,0.000163052,0.000163052,0.000163052
148,3861.43,1.32048,0.79423,0.86993,0.84684,0.65923,0.73687,0.53286,1.30724,0.76699,0.87723,0.000160142,0.000160142,0.000160142
149,3887.75,1.30182,0.78166,0.8703,0.84989,0.66465,0.73959,0.53566,1.29766,0.76455,0.87534,0.000157231,0.000157231,0.000157231
150,3914.52,1.31984,0.79031,0.87468,0.85104,0.66514,0.74653,0.54282,1.29892,0.7616,0.87591,0.000154321,0.000154321,0.000154321
151,3939.4,1.30618,0.78273,0.87136,0.84301,0.66508,0.73613,0.53619,1.3067,0.77049,0.87695,0.00015141,0.00015141,0.00015141
152,3964.54,1.29773,0.77974,0.87083,0.84762,0.66495,0.73887,0.53499,1.3125,0.76351,0.87735,0.000148499,0.000148499,0.000148499
153,3991.42,1.31804,0.78888,0.87409,0.84982,0.66942,0.74112,0.53135,1.31058,0.76074,0.878,0.000145589,0.000145589,0.000145589
154,4015.93,1.30925,0.78848,0.87149,0.85227,0.67071,0.74221,0.53327,1.30625,0.75772,0.87664,0.000142678,0.000142678,0.000142678
155,4040.54,1.32227,0.7901,0.87306,0.8281,0.66496,0.73666,0.53258,1.30888,0.77173,0.87667,0.000139768,0.000139768,0.000139768
156,4067.33,1.34434,0.79943,0.87135,0.86047,0.65556,0.73994,0.53518,1.29229,0.75752,0.87452,0.000136857,0.000136857,0.000136857
157,4091.69,1.29358,0.77046,0.87216,0.83334,0.66682,0.74152,0.53969,1.295,0.76329,0.87545,0.000133946,0.000133946,0.000133946
158,4115.81,1.31731,0.77823,0.86979,0.82521,0.6673,0.74072,0.54138,1.29414,0.75273,0.8753,0.000131036,0.000131036,0.000131036
159,4142.45,1.33747,0.79505,0.87025,0.80303,0.67579,0.74223,0.54332,1.28425,0.75453,0.87297,0.000128125,0.000128125,0.000128125
160,4168.72,1.30498,0.78231,0.87069,0.84428,0.66268,0.7434,0.53878,1.29928,0.75693,0.87684,0.000125215,0.000125215,0.000125215
161,4193.35,1.30256,0.7803,0.87088,0.81519,0.67448,0.74428,0.53336,1.30921,0.77156,0.87831,0.000122304,0.000122304,0.000122304
162,4218.83,1.33487,0.7913,0.87525,0.82118,0.6727,0.74229,0.5373,1.30218,0.75565,0.8764,0.000119393,0.000119393,0.000119393
163,4245.97,1.29148,0.76853,0.86797,0.82061,0.67011,0.73854,0.53098,1.31297,0.76819,0.87858,0.000116483,0.000116483,0.000116483
164,4271.12,1.30512,0.77778,0.87124,0.84934,0.65561,0.73598,0.52792,1.32629,0.76641,0.87889,0.000113572,0.000113572,0.000113572
165,4295.66,1.30006,0.77029,0.86738,0.85548,0.65721,0.74094,0.53752,1.30572,0.76006,0.87633,0.000110662,0.000110662,0.000110662
166,4322.24,1.30401,0.77581,0.86829,0.84966,0.66257,0.7408,0.53521,1.29855,0.75918,0.87656,0.000107751,0.000107751,0.000107751
167,4347.69,1.31555,0.78898,0.87162,0.85594,0.66322,0.74289,0.53269,1.30672,0.76272,0.87696,0.00010484,0.00010484,0.00010484
168,4371.88,1.29642,0.77216,0.87214,0.81985,0.67574,0.74734,0.54678,1.28001,0.74873,0.87189,0.00010193,0.00010193,0.00010193
169,4397.35,1.30552,0.77779,0.86787,0.82415,0.67512,0.74584,0.53974,1.30351,0.75668,0.87635,9.90192e-05,9.90192e-05,9.90192e-05
170,4423.9,1.2905,0.76948,0.87052,0.84076,0.67512,0.74941,0.54695,1.28055,0.74876,0.87284,9.61086e-05,9.61086e-05,9.61086e-05
171,4448.86,1.30012,0.77971,0.86889,0.84741,0.67604,0.74896,0.5481,1.27924,0.74546,0.87255,9.3198e-05,9.3198e-05,9.3198e-05
172,4474.35,1.28351,0.76831,0.8697,0.85165,0.67798,0.75024,0.54037,1.29347,0.75531,0.87425,9.02874e-05,9.02874e-05,9.02874e-05
173,4501.37,1.28718,0.76638,0.86708,0.8349,0.68129,0.74674,0.53681,1.29229,0.75509,0.87446,8.73768e-05,8.73768e-05,8.73768e-05
174,4526.16,1.27539,0.76706,0.86885,0.83411,0.68009,0.74904,0.54121,1.29675,0.75419,0.8752,8.44662e-05,8.44662e-05,8.44662e-05
175,4550.67,1.27392,0.76237,0.86612,0.83404,0.67965,0.74779,0.53994,1.29068,0.74964,0.87459,8.15556e-05,8.15556e-05,8.15556e-05
176,4577.46,1.27458,0.76301,0.8674,0.80923,0.68559,0.74959,0.54272,1.29218,0.74727,0.87484,7.8645e-05,7.8645e-05,7.8645e-05
177,4602.52,1.28864,0.77227,0.87075,0.82844,0.68405,0.74923,0.54715,1.28742,0.74671,0.87368,7.57344e-05,7.57344e-05,7.57344e-05
178,4626.45,1.26196,0.75639,0.86922,0.84548,0.67375,0.74693,0.54432,1.28172,0.74522,0.87321,7.28238e-05,7.28238e-05,7.28238e-05
179,4653.37,1.26804,0.74752,0.86479,0.83382,0.67833,0.74565,0.54323,1.28566,0.74616,0.87311,6.99132e-05,6.99132e-05,6.99132e-05
180,4678.86,1.30007,0.77609,0.86659,0.86687,0.65999,0.74705,0.54196,1.28917,0.75109,0.87397,6.70026e-05,6.70026e-05,6.70026e-05
181,4702.75,1.28114,0.76628,0.86611,0.85969,0.66234,0.74729,0.54442,1.27834,0.7487,0.8724,6.4092e-05,6.4092e-05,6.4092e-05
182,4729.36,1.27605,0.75721,0.86722,0.84223,0.67119,0.74488,0.54171,1.29283,0.74619,0.87386,6.11814e-05,6.11814e-05,6.11814e-05
183,4756.23,1.27857,0.76457,0.86377,0.85367,0.67161,0.75264,0.54255,1.29516,0.74265,0.8745,5.82708e-05,5.82708e-05,5.82708e-05
